time files tags numtags
0.12983 50436 1167 7
0.249239 51960 1171 14
0.163247 52473 1172 9
0.099299 53124 1174 9
0.081918 53440 1175 7
0.048149 54007 1177 3
0.19746 55507 1179 12
0.078993 57362 1182 5
0.198678 57406 1183 9
0.097526 57606 1184 5
0.186296 58108 1185 10
0.097608 58308 1186 9
0.123133 58361 1187 10
0.108562 60517 1191 5
0.120367 62508 1195 7
0.115863 62745 1196 9
0.108029 63121 1197 9
0.122578 63457 1201 6
0.111299 63518 1202 6
0.052088 64172 1204 2
0.083546 64218 1205 3
0.157792 64493 1206 9
0.064718 64968 1207 5
0.111822 64993 1208 6
0.081174 65781 1209 6
0.163474 66164 1212 8
0.162946 68366 1219 9
0.079554 70720 1225 6
0.047363 71322 1227 3
0.079834 72426 1229 6
0.122087 73184 1232 7
0.157892 73397 1233 9
0.089802 75710 1237 6
0.168667 76657 1241 8
0.117609 78044 1245 5
0.196396 80486 1249 11
0.101776 80997 1250 6
0.07289 81035 1251 5
0.146436 81165 1253 8
0.074096 81979 1256 2
0.148424 82296 1257 7
0.117365 83573 1260 4
0.089576 84488 1265 4
0.151572 86114 1267 13
0.148346 87344 1269 8
0.086544 91059 1274 3
0.098364 91869 1275 8
0.141329 92042 1276 8
0.114356 92958 1279 6
0.076207 93085 1281 5
0.075404 93145 1282 5
0.33054 93163 1283 17
0.119873 93224 1285 6
0.180263 94738 1286 9
0.101435 95530 1290 8
0.136879 95708 1291 11
0.190875 95937 1294 11
0.111673 97175 1298 9
0.230015 97343 1299 9
0.092285 3921 1014 6
0.113773 4884 1017 5
0.247789 5908 1019 13
0.072859 8917 1024 6
0.136553 10074 1025 8
0.089278 11225 1028 5
0.119539 11468 1029 11
0.172358 11858 1030 14
0.195731 14508 1036 13
0.059403 14920 1039 4
0.077798 15034 1040 7
0.121489 16378 1044 6
0.126132 16885 1046 7
0.129768 17070 1047 8
0.100879 18341 1052 6
0.122112 19396 1056 5
0.086171 20443 1060 5
0.050356 21123 1063 3
0.130071 21491 1065 12
0.122182 22452 1068 6
0.102351 22559 1070 8
0.139326 24112 1077 11
0.18954 24944 1078 12
0.180638 27877 1088 10
0.122667 29812 1093 10
0.088514 30838 1097 6
0.192914 31113 1098 11
0.137953 32446 1104 8
0.158528 32448 1105 9
0.157045 32887 1108 9
0.157805 34587 1113 10
0.109682 39133 1123 10
0.134839 39507 1124 7
0.133214 40477 1126 12
0.156969 41387 1130 9
0.069708 41769 1131 4
0.052174 44745 1141 2
0.080179 47895 1150 3
0.110214 47969 1151 10
0.135809 49343 1152 8
0.112569 49970 1155 10
0.105779 49987 1156 5
0.119185 50417 1158 10
0.082756 50646 1159 7
0.166086 50961 1162 10
0.073735 52067 1166 5
0.172508 52114 1167 10
0.202428 52587 1169 9
0.24433 53839 1174 14
0.197038 54797 1178 11
0.139096 56230 1182 11
0.188898 56607 1183 11
0.155904 56637 1184 10
0.114067 57082 1186 5
0.091857 57870 1190 7
0.059719 58494 1192 4
0.158582 60311 1195 10
0.082577 63888 1203 5
0.054236 64007 1205 4
0.1186 66499 1211 10
0.201589 66576 1212 11
0.056402 68664 1217 3
0.139778 72383 1224 8
0.12426 73884 1227 7
0.141225 74248 1230 12
0.08376 75224 1232 7
0.069155 75315 1233 5
0.26202 75889 1235 7
0.091773 77218 1238 7
0.13005 78225 1241 12
0.101847 79512 1247 8
0.099053 82438 1254 8
0.115049 83063 1256 11
0.06558 83847 1259 4
0.11873 83872 1260 10
0.077105 84486 1263 5
0.069599 86393 1269 3
0.242195 87284 1274 10
0.110779 89432 1280 10
0.159779 91509 1287 8
0.238459 93127 1292 13
0.29614 94302 1297 9
0.126437 95738 1301 10
0.264219 95995 1303 11
0.381243 97559 1306 8
0.233778 98163 1307 13
0.058917 1765 1021 4
0.09891 2441 1032 7
0.124439 2693 1039 9
0.148885 2874 1043 9
0.099934 3343 1051 5
0.340036 3346 1052 16
0.14224 3418 1054 8
0.144427 6079 1094 8
0.05279 6490 1101 4
0.132128 7187 1112 10
0.087795 9548 1152 4
0.182658 9815 1156 7
0.136279 10355 1167 8
0.135633 11750 1181 6
0.179413 11890 1185 4
0.174774 13380 1211 14
0.137563 13451 1212 11
0.187948 13715 1217 10
0.132534 15012 1234 9
0.198709 15965 1243 11
0.067084 16622 1257 5
0.119458 18230 1287 7
0.187137 18576 1295 12
0.123915 19994 1317 9
0.079984 21606 1342 4
0.151563 21949 1348 13
0.343126 22902 1360 11
0.065637 23350 1365 5
0.118925 23637 1371 12
0.329616 25893 1403 10
0.097893 25924 1406 3
0.871441 25947 1407 10
0.115909 26185 1414 10
0.072003 26380 1415 6
0.090667 27043 1423 8
0.220551 28527 1443 4
0.11937 736 1007 7
0.052819 1636 1017 1
0.084238 1507 1019 7
0.076359 1524 1020 7
0.113252 1798 1025 9
0.254715 2249 1030 15
0.228423 2500 1034 12
0.185888 4128 1057 12
0.08689 4166 1059 7
0.178363 5121 1071 8
0.114406 5927 1082 8
0.458843 6194 1085 13
0.122168 8776 1117 7
0.058156 9611 1134 3
0.126837 10099 1137 7
0.175184 12197 1162 10
0.209358 12415 1168 12
0.118193 15259 1221 7
0.093173 17530 1252 6
0.130691 17939 1256 7
0.084555 19341 1274 4
0.115507 19840 1283 9
0.137705 20139 1288 11
0.175545 23035 1328 13
0.123051 26418 1382 7
0.139374 26559 1384 8
0.12879 26703 1385 6
0.234347 27042 1393 12
0.093528 28142 1414 7
0.092167 29114 1431 8
0.148894 29762 1442 7
0.298643 31137 1457 6
0.080893 31163 1458 6
0.132713 33450 1487 7
0.095863 33763 1489 8
0.108466 34251 1497 4
0.204597 35249 1512 10
0.154496 35416 1514 14
0.138416 36165 1524 10
0.080891 37240 1535 7
0.101379 38542 1549 4
0.113756 40252 1575 10
0.191808 41255 1586 12
0.244078 41320 1587 5
6.48524 43542 1620 7
28.641 43553 1621 12
0.122061 44193 1626 11
0.086447 44337 1628 5
0.126799 44391 1630 7
0.083447 44533 1631 5
0.139601 46306 1662 9
0.1042 48740 1693 6
0.147097 48745 1694 8
0.12659 55072 1778 8
0.175534 55235 1783 10
0.415476 57448 1803 16
0.127237 60048 1839 11
0.260219 60666 1850 7
0.216399 61280 1858 2
0.619045 62549 1879 4
0.307548 65208 1919 8
0.330607 65336 1921 10
0.191631 65695 1928 9
0.230879 66450 1943 6
0.301444 67145 1951 10
0.324677 69114 1975 11
0.140165 72682 2031 7
0.256974 73085 2038 9
38.3575 73130 2039 11
0.247598 73462 2045 4
0.270136 74224 2054 8
0.142567 75223 2066 8
0.27866 76201 2078 8
0.102477 78412 2114 10
0.23853 78858 2121 8
0.276699 79436 2133 10
0.095352 80017 2140 4
0.290136 80533 2154 11
0.174381 80687 2157 11
0.124456 81166 2166 11
0.209461 81533 2172 4
0.245736 83238 2197 5
0.406934 84688 2222 8
45.7193 84907 2226 8
0.314069 85265 2229 9
0.310982 87092 2258 13
0.156583 87590 2267 8
0.271184 87732 2268 16
0.250218 89556 2296 4
10.4483 90273 2305 12
0.281978 90321 2307 8
0.318297 91386 2323 9
0.295489 94421 2363 10
0.547332 95986 2391 10
0.193421 97669 2411 13
0.137713 903 1014 8
0.068529 1770 1033 1
0.061591 2483 1044 4
0.410544 3539 1055 12
0.135219 3824 1058 9
0.119706 4543 1068 7
0.112727 6391 1096 6
0.075222 6667 1101 7
0.067643 8757 1129 2
0.175596 10296 1149 9
0.132504 10484 1151 11
0.103458 10698 1156 5
0.083442 11554 1178 8
0.130598 14375 1215 8
0.137932 15064 1228 6
0.135112 15786 1234 8
0.1067 17799 1264 5
0.049802 20723 1298 3
0.111435 21649 1310 10
0.156738 21737 1311 10
0.128704 22657 1327 9
0.087581 25980 1360 8
0.061125 27195 1382 1
0.133517 34246 1473 8
0.146953 34771 1485 7
0.085475 35539 1496 7
0.169061 35887 1502 10
0.149968 36074 1505 11
0.104078 37712 1527 9
0.138597 38301 1535 8
0.153513 39174 1555 10
0.301595 40274 1570 9
0.126269 40500 1575 8
0.161136 41906 1597 8
0.048316 43807 1625 2
0.068251 43822 1626 1
0.116974 45224 1638 7
0.097456 46081 1644 7
0.131314 46324 1648 7
0.144162 46427 1649 9
0.097567 47204 1659 8
0.08518 48051 1671 7
0.180237 48321 1674 9
0.134691 52792 1726 8
0.051064 53346 1737 2
0.289403 54649 1760 8
0.089892 54663 1761 3
0.1763 56684 1792 10
0.249996 57081 1798 7
0.172446 57519 1808 10
0.139269 57700 1812 7
0.2868 57750 1814 5
0.127675 58234 1820 10
0.189347 58749 1827 12
0.079686 59744 1843 5
0.209992 60293 1851 12
0.099121 61190 1869 5
0.270948 65097 1926 5
0.245101 66649 1953 9
0.434894 67033 1958 10
0.134438 67342 1964 5
0.256864 67565 1968 5
0.347513 67688 1972 10
0.369785 68101 1977 8
0.315799 68358 1981 6
2.85269 70674 2018 6
0.202731 71098 2022 10
52.8222 71278 2025 9
0.322179 71896 2032 8
0.096898 72639 2049 7
0.292102 73924 2063 6
29.2252 73989 2064 12
0.271482 75271 2092 10
0.240713 76306 2109 1
0.370235 77177 2124 9
0.279541 77938 2135 9
0.271736 78818 2146 12
0.108803 80494 2175 6
0.15936 81525 2192 10
0.253254 82175 2198 5
0.166453 82542 2202 11
0.330119 82632 2204 8
0.188981 84754 2237 10
0.310023 85079 2242 8
0.392741 85099 2243 9
0.203273 86290 2259 11
0.315703 87969 2279 9
0.072328 88432 2280 3
0.094481 91126 2332 3
0.247592 92949 2355 7
0.120865 93758 2370 9
1.56561 94043 2373 7
0.120701 96387 2408 10
0.257463 97515 2423 11
0.093226 99032 2444 8
0.116119 244 1026 8
0.083593 594 1056 4
0.216582 802 1085 13
0.065571 1126 1112 4
0.250085 6360 1657 14
0.095332 7156 1729 8
0.166381 7291 1740 9
0.079343 9713 1981 6
0.057619 9890 1999 2
0.121465 11378 2172 9
0.228591 14631 2496 11
0.174706 15636 2572 8
0.056619 16503 2674 3
0.067099 16610 2682 5
0.152483 17417 2766 7
0.100704 17560 2775 8
0.101149 18887 2923 8
0.106441 19076 2938 9
0.12892 21666 3198 10
0.121015 22164 3242 5
0.176701 22379 3269 10
0.104349 22489 3281 6
0.142604 23587 3382 8
0.102602 24826 3515 6
0.161825 25664 3601 8
0.087684 25707 3606 6
0.106372 25991 3631 8
0.326638 26709 3699 5
0.075665 27192 3748 4
0.141043 27773 3806 6
0.163329 29558 3962 9
0.363309 29711 3978 8
0.21812 29892 3997 5
0.316442 30513 4056 4
0.321379 30725 4078 7
0.122364 30831 4093 10
0.106121 30859 4099 8
0.088073 33082 4315 4
0.094565 33199 4325 7
0.152087 33540 4353 9
0.233495 33566 4360 11
0.237062 34717 4472 15
0.217127 34778 4478 12
0.109309 35194 4519 8
0.200987 35951 4611 11
0.070875 36292 4644 1
0.145541 37452 4768 8
0.086711 37923 4821 4
0.171765 39551 4991 9
0.309261 39946 5034 7
0.09934 40021 5043 7
0.114922 41477 5201 9
0.132617 42372 5286 7
0.209495 42808 5321 11
0.305286 43718 5409 11
0.134386 44563 5489 7
0.446096 44651 5497 16
0.113407 45969 5634 6
0.075355 46178 5649 3
52.5891 46220 5655 3
0.129935 46569 5695 10
0.106081 46674 5707 7
0.257692 47053 5740 8
0.114797 47645 5793 8
0.172913 48109 5839 12
8.39584 48116 5840 6
0.163053 48799 5899 8
0.157638 48879 5912 12
0.303252 49614 5985 11
0.211983 49848 6007 12
0.437033 50574 6076 11
0.671532 50677 6090 6
43.6868 50685 6093 12
0.170327 51993 6210 8
7.44756 52154 6231 8
37.7854 52189 6239 9
