time files tags numtags
0.199755 36074 1504 7 
0.113088 37712 1526 5 
0.208724 38301 1534 8 
0.263888 39174 1554 10 
0.189352 40274 1569 7 
0.291299 40500 1574 12 
0.328421 41906 1596 12 
0.100525 43807 1624 3 
0.321892 43822 1625 12 
0.228374 45224 1637 9 
0.158436 46081 1643 6 
0.218604 46324 1647 9 
0.160705 46427 1648 5 
0.131605 47204 1658 6 
0.19155 48051 1670 10 
0.183548 48280 1672 6 
0.225926 48321 1673 7 
0.194568 52792 1725 6 
0.262492 53346 1736 10 
0.217683 54649 1759 5 
0.211132 54663 1760 7 
0.180412 56684 1791 6 
0.17473 57081 1797 10 
0.206291 57519 1807 7 
0.173178 57700 1811 5 
0.321292 57750 1813 10 
0.121299 58234 1819 6 
0.234449 58749 1826 10 
0.246864 59744 1842 10 
0.147929 60293 1850 2 
0.25484 61190 1868 10 
0.237808 65097 1925 8 
0.182928 66649 1952 11 
0.17686 67033 1957 5 
0.402263 67342 1963 9 
0.174916 67565 1967 9 
0.160742 67688 1971 6 
0.226263 68101 1976 8 
0.169105 68358 1980 3 
0.131732 69405 1999 6 
0.167484 70674 2017 8 
0.206044 71098 2021 6 
0.228149 71278 2024 7 
0.231641 71896 2031 7 
0.182897 72639 2048 7 
0.443257 73924 2062 9 
0.274425 73989 2063 7 
0.264331 75271 2091 11 
0.123996 76306 2108 6 
0.2754 77177 2123 10 
0.252337 77938 2134 7 
0.280684 78818 2145 11 
0.180028 80494 2174 5 
0.265986 81525 2191 12 
0.272897 82175 2197 11 
0.147715 82542 2201 2 
0.230793 82632 2203 5 
0.267593 84754 2236 11 
0.200573 85079 2241 6 
